Record_ID,Train_ID,Route_ID,Station_ID,Travel_Date,Scheduled_Departure,Delay_Minutes,Passenger_Count,Cancellation_Flag,Delay_Reason,On_Time_Flag,Revenue_INR
6962,TR0198,RT0084,ST0100,27-12-2025,27-12-2025 22:30,26,1391,No,Congestion,No,1076084
6963,TR0017,RT0205,ST0045,29-03-2025,29-03-2025 05:30,38,1019,No,Track Maintenance,No,1083839
6964,TR0154,RT0267,ST0075,18-02-2025,18-02-2025 22:30,37,811,No,Congestion,No,775199
6965,TR0149,RT0088,ST0069,26-01-2025,26-01-2025 03:15,37,593,No,Congestion,No,485935
6966,TR0072,RT0252,ST0078,12-08-2025,12-08-2025 17:15,45,492,No,Crew Delay,No,411024
6967,TR0149,RT0211,ST0022,10-10-2025,10-10-2025 01:00,0,175,No,No Delay,Yes,100622
6968,TR0121,RT0031,ST0067,18-06-2025,18-06-2025 12:15,13,278,No,Congestion,Yes,200146
6969,TR0011,RT0061,ST0035,05-12-2025,05-12-2025 00:00,20,876,No,Track Maintenance,No,1242967
6970,TR0166,RT0067,ST0032,30-07-2025,30-07-2025 08:00,74,1158,No,Congestion,No,1456541
6971,TR0072,RT0226,ST0038,17-04-2025,17-04-2025 13:30,1,1236,No,No Delay,Yes,1763655
6972,TR0106,RT0067,ST0058,09-12-2025,09-12-2025 03:30,0,308,No,No Delay,Yes,221482
6973,TR0125,RT0128,ST0040,18-11-2025,18-11-2025 20:30,47,1349,No,Crew Delay,No,776862
6974,TR0035,RT0111,ST0088,13-11-2025,13-11-2025 03:00,0,1088,No,No Delay,Yes,1409137
6975,TR0119,RT0272,ST0092,19-11-2025,19-11-2025 19:30,0,566,No,No Delay,Yes,568479
6976,TR0014,RT0034,ST0021,18-11-2025,18-11-2025 14:30,93,1100,No,Signal Failure,No,913596
6977,TR0014,RT0212,ST0049,24-07-2025,24-07-2025 21:15,0,715,No,No Delay,Yes,842386
6978,TR0010,RT0300,ST0097,12-08-2025,12-08-2025 14:45,0,1145,No,No Delay,Yes,1307020
6979,TR0140,RT0125,ST0092,12-02-2025,12-02-2025 12:15,0,462,No,No Delay,Yes,506387
6980,TR0038,RT0103,ST0039,17-04-2025,17-04-2025 13:45,59,228,No,Crew Delay,No,64970
6981,TR0108,RT0206,ST0061,03-03-2025,03-03-2025 21:15,77,1079,No,Technical Issue,No,350282
6982,TR0119,RT0120,ST0100,13-01-2025,13-01-2025 00:15,31,859,No,Crew Delay,No,701803
6983,TR0034,RT0170,ST0010,24-03-2025,24-03-2025 00:45,0,873,Yes,No Delay,No,299352
6984,TR0169,RT0035,ST0040,07-10-2025,07-10-2025 22:00,15,724,No,Congestion,Yes,822124
6985,TR0010,RT0246,ST0058,19-12-2025,19-12-2025 00:30,1,275,No,No Delay,Yes,390124
6986,TR0122,RT0058,ST0089,18-03-2025,18-03-2025 14:15,40,120,No,Technical Issue,No,153873
6987,TR0145,RT0141,ST0045,05-04-2025,05-04-2025 00:00,1,143,No,No Delay,Yes,172260
6988,TR0145,RT0111,ST0017,15-06-2025,15-06-2025 05:00,30,276,No,Congestion,No,342387
6989,TR0195,RT0163,ST0068,08-01-2025,08-01-2025 23:30,0,1332,No,No Delay,Yes,1317081
6990,TR0190,RT0111,ST0010,10-11-2025,10-11-2025 06:00,31,1261,No,Congestion,No,1774767
6991,TR0115,RT0152,ST0062,07-06-2025,07-06-2025 21:00,0,456,No,No Delay,Yes,327557
6992,TR0001,RT0065,ST0089,19-01-2025,19-01-2025 22:00,44,1197,No,Crew Delay,No,554128
6993,TR0012,RT0106,ST0032,13-10-2025,13-10-2025 01:15,0,570,No,No Delay,Yes,537062
6994,TR0103,RT0216,ST0072,24-02-2025,24-02-2025 21:15,47,893,No,Congestion,No,1215643
6995,TR0004,RT0091,ST0042,23-06-2025,23-06-2025 08:15,0,1308,No,No Delay,Yes,1036840
6996,TR0170,RT0026,ST0045,15-06-2025,15-06-2025 03:45,61,616,No,Weather,No,312190
6997,TR0141,RT0157,ST0076,30-09-2025,30-09-2025 17:45,0,1054,No,No Delay,Yes,979178
6998,TR0098,RT0072,ST0021,20-12-2025,20-12-2025 14:30,26,1348,No,Technical Issue,No,1628598
6999,TR0106,RT0044,ST0027,06-02-2025,06-02-2025 23:45,38,190,No,Technical Issue,No,229084
7000,TR0085,RT0090,ST0030,07-11-2025,07-11-2025 07:30,38,953,No,Signal Failure,No,1142517
7001,TR0121,RT0133,ST0074,21-11-2025,21-11-2025 06:45,0,1232,No,No Delay,Yes,1157041
7002,TR0132,RT0161,ST0085,11-02-2025,11-02-2025 07:30,18,229,No,Track Maintenance,No,147789
7003,TR0082,RT0232,ST0001,12-09-2025,12-09-2025 12:15,44,912,No,Congestion,No,1119126
7004,TR0197,RT0261,ST0009,06-03-2025,06-03-2025 02:00,0,264,No,No Delay,Yes,304942
7005,TR0019,RT0111,ST0003,02-12-2025,02-12-2025 05:00,71,573,Yes,Signal Failure,No,229905
7006,TR0130,RT0164,ST0053,04-04-2025,04-04-2025 06:30,0,601,No,No Delay,Yes,779057
7007,TR0012,RT0077,ST0042,10-01-2025,10-01-2025 04:30,72,1135,No,Technical Issue,No,914022
7008,TR0081,RT0209,ST0019,29-06-2025,29-06-2025 17:15,54,1033,No,Signal Failure,No,446294
7009,TR0074,RT0013,ST0006,07-10-2025,07-10-2025 14:45,71,216,No,Track Maintenance,No,205814
7010,TR0098,RT0058,ST0007,21-01-2025,21-01-2025 22:30,30,675,No,Congestion,No,496128
7011,TR0006,RT0036,ST0043,29-06-2025,29-06-2025 01:15,16,88,No,Congestion,No,46663
7012,TR0136,RT0025,ST0080,25-12-2025,25-12-2025 21:45,10,110,No,Congestion,Yes,106446
7013,TR0125,RT0034,ST0036,20-03-2025,20-03-2025 19:30,35,675,No,Signal Failure,No,539684
7014,TR0051,RT0140,ST0068,13-05-2025,13-05-2025 09:00,11,531,No,Crew Delay,Yes,240703
7015,TR0011,RT0275,ST0082,13-06-2025,13-06-2025 03:45,30,544,No,Signal Failure,No,572430
7016,TR0191,RT0222,ST0096,25-04-2025,25-04-2025 11:00,63,375,No,Weather,No,173744
7017,TR0185,RT0037,ST0096,05-10-2025,05-10-2025 20:15,0,1334,No,No Delay,Yes,1869240
7018,TR0127,RT0129,ST0082,21-02-2025,21-02-2025 14:00,0,950,No,No Delay,Yes,504565
7019,TR0140,RT0218,ST0039,25-03-2025,25-03-2025 10:00,28,1274,No,Signal Failure,No,1326783
7020,TR0073,RT0248,ST0043,11-10-2025,11-10-2025 13:45,0,883,No,No Delay,Yes,937412
7021,TR0002,RT0111,ST0037,14-10-2025,14-10-2025 06:00,34,612,No,Signal Failure,No,413637
7022,TR0008,RT0220,ST0028,05-11-2025,05-11-2025 23:15,0,993,No,No Delay,Yes,935286
7023,TR0139,RT0196,ST0050,01-06-2025,01-06-2025 13:30,42,510,Yes,Crew Delay,No,46488
7024,TR0124,RT0147,ST0039,11-09-2025,11-09-2025 07:30,51,575,No,Congestion,No,464326
7025,TR0053,RT0040,ST0002,28-10-2025,28-10-2025 13:45,37,1387,No,Track Maintenance,No,457456
7026,TR0010,RT0134,ST0037,10-05-2025,10-05-2025 22:45,30,1037,No,Weather,No,585634
7027,TR0112,RT0191,ST0066,04-03-2025,04-03-2025 05:15,21,353,No,Congestion,No,239028
7028,TR0008,RT0163,ST0019,05-12-2025,05-12-2025 17:30,64,1072,No,Track Maintenance,No,335005
7029,TR0036,RT0061,ST0069,10-02-2025,10-02-2025 13:00,12,1259,No,Track Maintenance,Yes,618662
7030,TR0106,RT0005,ST0044,30-03-2025,30-03-2025 07:00,1,1310,No,No Delay,Yes,1249186
7031,TR0014,RT0037,ST0013,06-10-2025,06-10-2025 03:00,33,811,No,Technical Issue,No,570588
7032,TR0182,RT0217,ST0022,27-06-2025,27-06-2025 23:15,15,499,No,Signal Failure,Yes,448561
7033,TR0086,RT0225,ST0007,26-11-2025,26-11-2025 11:15,10,832,No,Congestion,Yes,777859
7034,TR0149,RT0216,ST0002,10-06-2025,10-06-2025 04:00,13,1052,Yes,Weather,No,318248
7035,TR0050,RT0139,ST0062,12-02-2025,12-02-2025 12:15,0,514,No,No Delay,Yes,628374
7036,TR0167,RT0106,ST0078,24-02-2025,24-02-2025 18:15,0,164,No,No Delay,Yes,88933
7037,TR0020,RT0099,ST0089,20-02-2025,20-02-2025 21:15,13,655,No,Track Maintenance,Yes,622181
7038,TR0087,RT0168,ST0090,20-12-2025,20-12-2025 11:00,0,781,No,No Delay,Yes,270413
7039,TR0135,RT0264,ST0005,14-06-2025,14-06-2025 17:15,90,950,No,Track Maintenance,No,488562
7040,TR0137,RT0087,ST0020,04-03-2025,04-03-2025 05:45,36,1042,No,Crew Delay,No,337304
7041,TR0129,RT0084,ST0054,19-11-2025,19-11-2025 05:45,0,1318,No,No Delay,Yes,663930
7042,TR0154,RT0224,ST0076,06-09-2025,06-09-2025 16:15,0,1045,No,No Delay,Yes,838901
7043,TR0166,RT0011,ST0063,23-11-2025,23-11-2025 15:00,5,1290,No,Crew Delay,Yes,1174793
7044,TR0038,RT0186,ST0036,17-04-2025,17-04-2025 11:30,0,1069,No,No Delay,Yes,551342
7045,TR0189,RT0231,ST0095,26-06-2025,26-06-2025 04:00,32,574,No,Congestion,No,804840
7046,TR0044,RT0141,ST0081,09-05-2025,09-05-2025 13:00,86,734,No,Technical Issue,No,902304
7047,TR0086,RT0106,ST0016,12-09-2025,12-09-2025 15:15,23,81,No,Congestion,No,90153
7048,TR0044,RT0253,ST0057,12-07-2025,12-07-2025 04:30,53,607,No,Technical Issue,No,729203
7049,TR0074,RT0049,ST0064,04-04-2025,04-04-2025 07:15,56,1075,No,Congestion,No,1402590
7050,TR0119,RT0263,ST0010,06-04-2025,06-04-2025 06:45,82,1107,No,Track Maintenance,No,733070
7051,TR0190,RT0205,ST0099,26-06-2025,26-06-2025 12:15,83,1383,No,Weather,No,1041513
7052,TR0122,RT0051,ST0097,16-02-2025,16-02-2025 02:30,0,1159,No,No Delay,Yes,1367672
7053,TR0134,RT0175,ST0099,07-05-2025,07-05-2025 13:30,0,807,No,No Delay,Yes,883137
7054,TR0145,RT0225,ST0051,23-09-2025,23-09-2025 16:45,45,1152,No,Congestion,No,668213
7055,TR0051,RT0261,ST0027,27-10-2025,27-10-2025 06:00,0,597,No,No Delay,Yes,549687
7056,TR0038,RT0222,ST0007,28-08-2025,28-08-2025 08:00,68,88,No,Track Maintenance,No,34384
7057,TR0152,RT0223,ST0091,27-10-2025,27-10-2025 09:00,20,825,No,Crew Delay,No,443058
7058,TR0051,RT0269,ST0041,13-08-2025,13-08-2025 09:15,49,1051,No,Technical Issue,No,884667
7059,TR0010,RT0298,ST0076,31-12-2025,31-12-2025 22:15,43,802,No,Signal Failure,No,592355
7060,TR0120,RT0074,ST0097,04-01-2025,04-01-2025 12:30,69,1375,No,Congestion,No,1505270
7061,TR0200,RT0114,ST0013,05-03-2025,05-03-2025 09:30,0,1071,No,No Delay,Yes,896968
7062,TR0149,RT0219,ST0066,06-11-2025,06-11-2025 22:00,0,985,No,No Delay,Yes,535810
7063,TR0070,RT0054,ST0003,24-08-2025,24-08-2025 05:15,0,383,No,No Delay,Yes,360107
7064,TR0085,RT0200,ST0011,10-09-2025,10-09-2025 20:30,0,1199,No,No Delay,Yes,473387
7065,TR0057,RT0131,ST0005,18-06-2025,18-06-2025 13:45,0,845,No,No Delay,Yes,1219697
7066,TR0126,RT0192,ST0060,30-01-2025,30-01-2025 04:00,81,282,No,Signal Failure,No,340905
7067,TR0039,RT0179,ST0002,12-03-2025,12-03-2025 12:15,1,954,No,No Delay,Yes,413683
7068,TR0033,RT0287,ST0092,18-08-2025,18-08-2025 07:45,67,154,No,Technical Issue,No,172496
7069,TR0187,RT0240,ST0077,16-12-2025,16-12-2025 08:45,74,825,No,Technical Issue,No,764352
7070,TR0018,RT0245,ST0099,16-05-2025,16-05-2025 19:00,60,839,No,Signal Failure,No,945189
7071,TR0184,RT0117,ST0064,26-03-2025,26-03-2025 09:30,63,1299,No,Congestion,No,850495
7072,TR0057,RT0208,ST0013,31-12-2025,31-12-2025 00:15,0,772,No,No Delay,Yes,436664
7073,TR0096,RT0212,ST0054,23-11-2025,23-11-2025 04:45,0,241,No,No Delay,Yes,179916
7074,TR0048,RT0259,ST0012,16-07-2025,16-07-2025 19:00,30,1104,No,Crew Delay,No,1341359
7075,TR0042,RT0163,ST0018,09-06-2025,09-06-2025 03:00,0,754,Yes,No Delay,No,584445
7076,TR0027,RT0226,ST0018,27-07-2025,27-07-2025 00:00,104,1109,No,Signal Failure,No,1570551
7077,TR0074,RT0064,ST0017,09-02-2025,09-02-2025 18:15,44,664,No,Weather,No,769347
7078,TR0110,RT0246,ST0039,09-07-2025,09-07-2025 18:00,14,616,No,Congestion,Yes,828046
7079,TR0180,RT0018,ST0086,06-08-2025,06-08-2025 23:30,60,437,No,Track Maintenance,No,166762
7080,TR0170,RT0034,ST0013,04-06-2025,04-06-2025 21:15,29,505,No,Crew Delay,No,454492
7081,TR0032,RT0181,ST0045,03-05-2025,03-05-2025 21:30,41,453,Yes,Weather,No,59338
7082,TR0026,RT0194,ST0019,08-08-2025,08-08-2025 14:45,0,1346,No,No Delay,Yes,1531032
7083,TR0025,RT0192,ST0088,16-10-2025,16-10-2025 10:00,47,1317,No,Weather,No,934988
7084,TR0075,RT0067,ST0019,18-11-2025,18-11-2025 21:15,39,608,No,Technical Issue,No,862453
7085,TR0023,RT0209,ST0021,15-04-2025,15-04-2025 23:15,0,837,No,No Delay,Yes,1133546
7086,TR0057,RT0167,ST0024,20-03-2025,20-03-2025 04:45,0,960,No,No Delay,Yes,326583
7087,TR0180,RT0246,ST0030,18-07-2025,18-07-2025 02:30,81,344,No,Weather,No,115815
7088,TR0126,RT0245,ST0092,31-07-2025,31-07-2025 16:00,54,373,No,Technical Issue,No,374760
7089,TR0087,RT0166,ST0048,13-01-2025,13-01-2025 15:15,79,197,No,Track Maintenance,No,213050
7090,TR0031,RT0296,ST0035,18-12-2025,18-12-2025 07:00,0,988,No,No Delay,Yes,868569
7091,TR0064,RT0211,ST0059,12-10-2025,12-10-2025 19:00,49,1032,No,Crew Delay,No,550412
7092,TR0199,RT0133,ST0017,20-11-2025,20-11-2025 02:15,65,1346,No,Technical Issue,No,736101
7093,TR0033,RT0197,ST0048,18-05-2025,18-05-2025 11:00,38,192,No,Technical Issue,No,66502
7094,TR0002,RT0049,ST0098,22-12-2025,22-12-2025 07:45,22,180,No,Signal Failure,No,259674
7095,TR0018,RT0064,ST0055,17-03-2025,17-03-2025 14:15,22,596,No,Signal Failure,No,502768
7096,TR0175,RT0112,ST0009,05-07-2025,05-07-2025 10:30,69,956,No,Weather,No,1003936
7097,TR0161,RT0185,ST0077,02-08-2025,02-08-2025 12:45,0,867,No,No Delay,Yes,1042973
7098,TR0084,RT0104,ST0014,21-12-2025,21-12-2025 22:45,77,753,Yes,Technical Issue,No,90834
7099,TR0035,RT0213,ST0026,05-07-2025,05-07-2025 07:30,45,297,No,Crew Delay,No,426680
7100,TR0179,RT0005,ST0052,26-12-2025,26-12-2025 12:45,77,439,No,Weather,No,392129
7101,TR0114,RT0119,ST0085,28-07-2025,28-07-2025 15:15,0,633,No,No Delay,Yes,453400
7102,TR0146,RT0249,ST0044,11-03-2025,11-03-2025 17:15,11,1310,No,Track Maintenance,Yes,573916
7103,TR0110,RT0167,ST0084,14-02-2025,14-02-2025 15:00,0,104,No,No Delay,Yes,72433
7104,TR0088,RT0242,ST0011,27-06-2025,27-06-2025 12:15,1,318,No,No Delay,Yes,243402
7105,TR0072,RT0280,ST0051,25-06-2025,25-06-2025 13:30,0,686,No,No Delay,Yes,849100
7106,TR0125,RT0238,ST0042,27-09-2025,27-09-2025 07:00,110,242,Yes,Signal Failure,No,87211
7107,TR0030,RT0205,ST0062,19-12-2025,19-12-2025 19:45,66,937,No,Track Maintenance,No,1121862
7108,TR0172,RT0001,ST0035,21-06-2025,21-06-2025 01:30,0,1107,No,No Delay,Yes,822742
7109,TR0053,RT0171,ST0064,01-09-2025,01-09-2025 19:30,45,809,No,Signal Failure,No,423302
7110,TR0138,RT0167,ST0095,05-06-2025,05-06-2025 07:30,51,1142,No,Crew Delay,No,347202
7111,TR0087,RT0258,ST0018,08-07-2025,08-07-2025 05:00,26,1221,No,Weather,No,1576210
7112,TR0180,RT0063,ST0014,18-07-2025,18-07-2025 12:30,97,905,Yes,Technical Issue,No,184761
7113,TR0177,RT0272,ST0049,16-03-2025,16-03-2025 02:30,1,486,No,No Delay,Yes,282400
7114,TR0139,RT0037,ST0069,02-02-2025,02-02-2025 06:30,68,1012,No,Congestion,No,873500
7115,TR0194,RT0016,ST0017,14-07-2025,14-07-2025 05:45,38,322,No,Weather,No,323035
7116,TR0186,RT0254,ST0021,03-04-2025,03-04-2025 04:15,0,786,No,No Delay,Yes,630837
7117,TR0164,RT0027,ST0014,14-05-2025,14-05-2025 15:30,0,1339,No,No Delay,Yes,636571
7118,TR0161,RT0111,ST0003,11-07-2025,11-07-2025 21:45,19,386,No,Track Maintenance,No,460922
7119,TR0175,RT0233,ST0031,16-04-2025,16-04-2025 02:00,0,1331,No,No Delay,Yes,431556
7120,TR0013,RT0064,ST0089,19-08-2025,19-08-2025 04:15,93,1350,Yes,Technical Issue,No,346369
7121,TR0040,RT0097,ST0047,26-10-2025,26-10-2025 02:30,29,496,No,Congestion,No,426539
7122,TR0089,RT0267,ST0044,28-01-2025,28-01-2025 14:15,68,1188,No,Signal Failure,No,406882
7123,TR0068,RT0232,ST0017,10-11-2025,10-11-2025 01:00,117,393,No,Signal Failure,No,268521
7124,TR0042,RT0048,ST0090,15-01-2025,15-01-2025 14:15,28,673,No,Congestion,No,827053
7125,TR0147,RT0210,ST0081,01-06-2025,01-06-2025 12:45,45,1067,No,Track Maintenance,No,493566
7126,TR0094,RT0076,ST0056,29-12-2025,29-12-2025 01:45,1,1163,No,No Delay,Yes,1513624
7127,TR0019,RT0247,ST0083,31-03-2025,31-03-2025 17:00,67,1066,No,Weather,No,655866
7128,TR0186,RT0068,ST0027,09-07-2025,09-07-2025 09:30,46,1264,No,Track Maintenance,No,1327042
7129,TR0023,RT0064,ST0071,12-07-2025,12-07-2025 03:15,34,341,Yes,Crew Delay,No,126781
7130,TR0054,RT0182,ST0090,26-01-2025,26-01-2025 01:15,0,965,No,No Delay,Yes,1363425
7131,TR0065,RT0080,ST0069,20-04-2025,20-04-2025 19:00,2,1075,No,No Delay,Yes,801887
7132,TR0140,RT0203,ST0002,17-12-2025,17-12-2025 13:30,13,947,No,Crew Delay,Yes,492301
7133,TR0024,RT0182,ST0080,09-05-2025,09-05-2025 02:00,74,255,No,Technical Issue,No,158865
7134,TR0034,RT0214,ST0062,23-03-2025,23-03-2025 11:15,0,1194,No,No Delay,Yes,1407074
7135,TR0053,RT0120,ST0075,28-07-2025,28-07-2025 04:00,63,158,No,Weather,No,172951
7136,TR0136,RT0241,ST0087,15-02-2025,15-02-2025 01:00,47,1138,No,Technical Issue,No,1120551
7137,TR0018,RT0202,ST0099,01-01-2025,01-01-2025 13:30,77,623,Yes,Track Maintenance,No,387062
7138,TR0057,RT0292,ST0006,20-02-2025,20-02-2025 22:45,54,1355,No,Crew Delay,No,1516891
7139,TR0112,RT0054,ST0065,13-06-2025,13-06-2025 04:15,39,1362,No,Signal Failure,No,441113
7140,TR0005,RT0145,ST0097,21-11-2025,21-11-2025 06:00,48,351,No,Congestion,No,173624
7141,TR0154,RT0086,ST0018,21-11-2025,21-11-2025 14:30,18,627,No,Weather,No,551287
7142,TR0158,RT0022,ST0055,18-11-2025,18-11-2025 18:45,16,310,No,Signal Failure,No,176054
7143,TR0182,RT0292,ST0067,09-04-2025,09-04-2025 21:15,54,1224,No,Technical Issue,No,1321365
7144,TR0013,RT0236,ST0057,13-10-2025,13-10-2025 18:30,34,715,No,Weather,No,480504
7145,TR0083,RT0029,ST0019,15-09-2025,15-09-2025 16:30,0,1265,No,No Delay,Yes,1146328
7146,TR0029,RT0183,ST0074,10-04-2025,10-04-2025 15:30,0,975,No,No Delay,Yes,1318284
7147,TR0003,RT0160,ST0084,25-12-2025,25-12-2025 07:15,0,340,No,No Delay,Yes,138813
7148,TR0090,RT0018,ST0011,25-01-2025,25-01-2025 12:15,0,306,No,No Delay,Yes,198501
7149,TR0104,RT0038,ST0096,27-05-2025,27-05-2025 20:30,0,866,No,No Delay,Yes,1010596
7150,TR0123,RT0101,ST0084,31-08-2025,31-08-2025 10:15,6,447,No,Crew Delay,Yes,141910
7151,TR0186,RT0290,ST0055,12-03-2025,12-03-2025 00:45,0,1137,No,No Delay,Yes,919071
7152,TR0076,RT0173,ST0096,26-12-2025,26-12-2025 17:45,2,413,No,No Delay,Yes,296600
7153,TR0130,RT0067,ST0037,14-01-2025,14-01-2025 23:30,17,925,No,Signal Failure,No,1130790
7154,TR0108,RT0191,ST0086,16-10-2025,16-10-2025 06:45,0,147,No,No Delay,Yes,63220
7155,TR0156,RT0043,ST0004,20-10-2025,20-10-2025 19:30,44,1314,No,Signal Failure,No,1894018
7156,TR0082,RT0123,ST0013,29-12-2025,29-12-2025 02:00,0,417,No,No Delay,Yes,557821
7157,TR0077,RT0278,ST0070,13-10-2025,13-10-2025 19:15,27,1318,No,Track Maintenance,No,852253
7158,TR0002,RT0196,ST0093,25-07-2025,25-07-2025 20:30,0,846,No,No Delay,Yes,603427
7159,TR0127,RT0125,ST0058,26-09-2025,26-09-2025 15:30,70,674,No,Congestion,No,311002
7160,TR0135,RT0096,ST0002,04-12-2025,04-12-2025 03:00,0,1131,No,No Delay,Yes,1192353
7161,TR0026,RT0157,ST0060,21-10-2025,21-10-2025 12:45,0,784,No,No Delay,Yes,809378
7162,TR0088,RT0040,ST0089,14-03-2025,14-03-2025 00:45,31,866,No,Technical Issue,No,577973
7163,TR0016,RT0173,ST0032,28-03-2025,28-03-2025 00:00,0,1295,No,No Delay,Yes,1806885
7164,TR0151,RT0173,ST0063,17-12-2025,17-12-2025 11:45,30,854,No,Congestion,No,993400
7165,TR0168,RT0120,ST0060,18-11-2025,18-11-2025 12:30,67,517,No,Congestion,No,663827
7166,TR0188,RT0273,ST0026,15-06-2025,15-06-2025 06:45,0,1148,No,No Delay,Yes,724686
7167,TR0073,RT0261,ST0090,24-10-2025,24-10-2025 02:45,22,369,No,Crew Delay,No,127867
7168,TR0032,RT0281,ST0022,19-08-2025,19-08-2025 03:45,26,358,Yes,Congestion,No,96035
7169,TR0015,RT0124,ST0074,11-07-2025,11-07-2025 00:30,23,1029,No,Weather,No,585974
7170,TR0141,RT0278,ST0087,25-02-2025,25-02-2025 17:00,71,433,No,Congestion,No,350170
7171,TR0005,RT0093,ST0004,03-08-2025,03-08-2025 04:00,2,883,No,No Delay,Yes,1103041
7172,TR0074,RT0035,ST0016,01-11-2025,01-11-2025 19:15,43,345,No,Track Maintenance,No,392132
7173,TR0052,RT0128,ST0063,06-07-2025,06-07-2025 10:00,0,180,No,No Delay,Yes,165902
7174,TR0077,RT0020,ST0042,06-04-2025,06-04-2025 02:15,0,820,Yes,No Delay,No,233281
7175,TR0169,RT0261,ST0033,02-09-2025,02-09-2025 17:45,75,773,No,Congestion,No,498815
7176,TR0181,RT0167,ST0013,16-06-2025,16-06-2025 16:00,0,1361,No,No Delay,Yes,1962628
7177,TR0110,RT0236,ST0046,07-11-2025,07-11-2025 13:45,50,146,No,Signal Failure,No,47804
7178,TR0178,RT0032,ST0013,16-09-2025,16-09-2025 00:45,120,922,No,Signal Failure,No,449933
7179,TR0143,RT0231,ST0033,16-05-2025,16-05-2025 16:45,0,123,No,No Delay,Yes,117528
7180,TR0106,RT0191,ST0014,26-07-2025,26-07-2025 06:30,2,1127,No,No Delay,Yes,887348
7181,TR0127,RT0145,ST0008,06-09-2025,06-09-2025 15:15,61,258,No,Congestion,No,301614
7182,TR0007,RT0101,ST0090,11-09-2025,11-09-2025 00:15,0,884,No,No Delay,Yes,818824
7183,TR0040,RT0079,ST0086,25-11-2025,25-11-2025 14:30,82,349,No,Track Maintenance,No,186314
7184,TR0156,RT0160,ST0046,16-01-2025,16-01-2025 01:45,61,1220,No,Weather,No,1015803
7185,TR0160,RT0255,ST0001,09-10-2025,09-10-2025 01:30,33,234,No,Congestion,No,193308
7186,TR0099,RT0279,ST0059,09-06-2025,09-06-2025 23:00,109,470,No,Signal Failure,No,125251
7187,TR0143,RT0188,ST0060,04-12-2025,04-12-2025 04:15,15,926,No,Congestion,Yes,1001582
7188,TR0085,RT0210,ST0049,21-09-2025,21-09-2025 03:45,49,1173,No,Technical Issue,No,1515117
7189,TR0198,RT0241,ST0080,25-12-2025,25-12-2025 02:45,0,916,Yes,No Delay,No,0
7190,TR0065,RT0056,ST0093,01-03-2025,01-03-2025 07:45,0,133,No,No Delay,Yes,187830
7191,TR0132,RT0137,ST0061,25-09-2025,25-09-2025 13:45,107,876,Yes,Signal Failure,No,276685
7192,TR0011,RT0106,ST0023,06-07-2025,06-07-2025 05:30,50,386,No,Crew Delay,No,110402
7193,TR0108,RT0069,ST0005,06-07-2025,06-07-2025 22:15,1,881,No,No Delay,Yes,741891
7194,TR0026,RT0190,ST0085,13-02-2025,13-02-2025 10:15,31,351,No,Track Maintenance,No,470491
7195,TR0189,RT0192,ST0050,15-06-2025,15-06-2025 04:00,42,1249,No,Signal Failure,No,570592
7196,TR0165,RT0278,ST0036,02-06-2025,02-06-2025 04:15,93,243,No,Technical Issue,No,289193
7197,TR0151,RT0032,ST0020,01-06-2025,01-06-2025 13:00,15,726,No,Congestion,Yes,251257
7198,TR0085,RT0175,ST0043,07-04-2025,07-04-2025 23:45,49,1042,No,Weather,No,1292429
7199,TR0168,RT0258,ST0008,08-07-2025,08-07-2025 16:15,73,1067,No,Weather,No,1119135
7200,TR0151,RT0123,ST0090,17-05-2025,17-05-2025 18:15,51,1135,No,Congestion,No,1602365
7201,TR0123,RT0085,ST0041,05-08-2025,05-08-2025 10:15,23,1265,No,Congestion,No,1292832
7202,TR0144,RT0216,ST0025,06-12-2025,06-12-2025 06:00,118,300,No,Signal Failure,No,112327
7203,TR0189,RT0216,ST0007,31-10-2025,31-10-2025 12:00,0,1081,No,No Delay,Yes,1478949
7204,TR0068,RT0014,ST0086,28-07-2025,28-07-2025 18:15,32,163,Yes,Crew Delay,No,52533
7205,TR0104,RT0037,ST0061,21-02-2025,21-02-2025 17:30,0,615,No,No Delay,Yes,409615
7206,TR0080,RT0027,ST0033,17-07-2025,17-07-2025 15:30,44,527,No,Technical Issue,No,561539
7207,TR0159,RT0152,ST0069,05-02-2025,05-02-2025 11:30,15,1181,No,Technical Issue,Yes,1435473
7208,TR0053,RT0064,ST0038,15-04-2025,15-04-2025 14:45,32,1001,No,Congestion,No,632077
7209,TR0106,RT0070,ST0012,26-12-2025,26-12-2025 00:30,41,487,No,Crew Delay,No,600737
7210,TR0153,RT0154,ST0044,12-01-2025,12-01-2025 10:45,91,213,No,Technical Issue,No,241676
7211,TR0044,RT0253,ST0053,17-06-2025,17-06-2025 06:30,59,595,No,Technical Issue,No,487139
7212,TR0140,RT0271,ST0014,02-08-2025,02-08-2025 15:45,0,1004,No,No Delay,Yes,1333547
7213,TR0090,RT0029,ST0071,11-02-2025,11-02-2025 08:15,15,1349,No,Signal Failure,Yes,1270181
7214,TR0101,RT0074,ST0092,15-12-2025,15-12-2025 19:45,13,339,No,Congestion,Yes,418823
7215,TR0097,RT0284,ST0052,08-12-2025,08-12-2025 08:30,0,302,No,No Delay,Yes,248139
7216,TR0009,RT0059,ST0052,08-03-2025,08-03-2025 11:30,0,167,No,No Delay,Yes,158670
